,recID,artistName,trackTitle,trackID,popularity,genre,danceability,valence,durationSec,popularity,longitude,latitude
3837,764865,Tarot,Crawlspace,7odjqXnpzIIy7Y7qu6jx5E,0,heavy-metal,0.372999996,0.226,219.413,0.449487072,27.67777,62.88388
3838,1012769,Lene Lovich,Craze,1TKKD6OPKz9hFQ1N1CBcx1,5,goth,0.763000011,0.686,264.707,0.419735608,-83.04792,42.33168
3839,848707,Fred Eaglesmith,Crazier,1SsBKAfWrgcWQf3Fp7EwCw,6,singer-songwriter,0.638999999,0.456,163,0.338314579,-98.30897,56.95468
3840,893798,Cassandra Wilson,Crazy,6MT5mLWXzzagQAkbsifDpo,25,jazz,0.572000027,0.332,182.84,0.487912873,-90.18049,32.29869
3841,956073,Galaxie 500,Crazy,4CzEesN0gbw1mTmJ99ElsV,13,indie-pop,0.407000005,0.822,116.693,0.462153849,-71.08868,42.31256
3842,915665,Javier,Crazy,7Ddl7aYrNU9kAjXjpE5iF4,28,soul,0.677999973,0.645,293.053,0.355861264,-0.39535,51.27172
3843,1142119,Shawn Colvin,Crazy,20G3Pn0CTWLzoXTR6sDpGZ,26,folk,0.448000014,0.316,210.64,0.446732968,-96.92803,42.78668
3844,466211,Wanda Jackson,Crazy,43GUfQLwu7vT0PdP7PMqTR,4,rock-n-roll,0.405000001,0.448,162.027,0.397720678,-96.77625,35.1303
3845,736898,Whiskeytown,Crazy About You,0H0edmei2oSpGFoGSA4MzT,38,alt-rock,0.625999987,0.626,165.827,0.418722098,-78.64267,35.78551
3846,796824,Tony Allen,Crazy Afrobeat,3FOiOpfvyF4hU0ZLGnXEOA,21,afrobeat,0.823000014,0.493,293.627,0.388996696,3.42348,6.43918
3847,1053000,Hem,Crazy Arms,5oTXvBjVuwk3RkBHgXz4B1,3,acoustic,0.568000019,0.677,144.227,0.453435791,-74.00712,40.71455
3848,925748,Los Lonely Boys,Crazy Dream,2SZsePkGd3QOT0vzm68thq,38,blues,0.509000003,0.894,287.2,0.540653287,-100.44242,31.4615
3849,1200665,Old Crow Medicine Show,Crazy Eyes,5b7vx5lmwVcoeeYXYYtYz9,22,country,0.628000021,0.488,257.613,0.556310079,-85.97874,35.83073
3850,1052937,Griffin House,Crazy For You,1KHe4LwOnzq1f0yJaRvbXv,2,acoustic,0.523000002,0.204,253.706,0.442060891,-86.77836,36.16778
3851,1105570,Charlie Gracie,Crazy Girl,3XpEx0TCGsGTRkCuTf6HDA,2,rock-n-roll,0.411000013,0.94,144.653,0.343661047,-75.16237,39.95227
3852,1373047,Terje Lie,Crazy Groove,4a76ZiSAzc4QSTEtAxx4Ga,20,jazz,0.702000022,0.602,267.933,0.253281974,-118.24532,34.05349
3853,998892,Demarkus Lewis,Crazy Legs,6ws7WP088EWSOcerJDPW5U,1,deep-house,0.981000006,0.825,365.133,0.309057521,-96.7954,32.77815
3854,674139,Brian Kennedy,Crazy Love,50jJVUuARyZKLXdEU1NHtC,29,singer-songwriter,0.61500001,0.283,218.64,0.355234417,-119.27023,37.27188
3855,805872,Brian McKnight,Crazy Love,5N210VbPmByyuqlkouYsLk,13,dance,0.666000009,0.346,242.4,0.569487251,-78.87846,42.88544
3856,570501,The Smithereens,Crazy Mixed-Up Kid,0XsAlTjkFU1hV6UXO2dXm1,12,power-pop,0.27700001,0.731,127.6,0.405014695,-74.21956,40.57885
3857,1075489,The RH Factor,Crazy Race,4XyKqXYeL0FBPFbDrXLvJZ,49,funk,0.781000018,0.733,143.28,0.435438613,-97.1495,31.57182
3858,755557,Django Reinhardt,Crazy Rhythm,0CppJNAP9k6WfPn4G6IP1I,9,french,0.68900001,0.973,182.48,0.487871168,4.42508,50.51444
3859,1262613,The Feelies,Crazy Rhythms,05htxQu6d5FwPQtz0uLWQ4,30,alt-rock,0.470999986,0.239,370.92,0.413020137,-74.03097,40.73716
3860,1195486,Splitloop,Crazy Sexy,1wwg1G62yD2n2d00mSC0hk,0,breakbeat,0.700999975,0.65,331,0.365566557,-6.24953,53.34376
3861,729900,Sam Cooke,Crazy She Calls Me,3vtaNlfnwewiBR4q0pBwfa,16,soul,0.411000013,0.348,152.84,0.568430226,-90.5651,34.19451
3862,1271062,Jason Aldean,Crazy Town,5eH1ktZDHgegpkYJOY7tme,53,country,0.430000007,0.489,183.44,0.849291004,-83.62758,32.83968
3863,1124770,Magic Slim,Crazy Woman,3wLik4MynU51Y1lLJmi1YD,24,blues,0.425999999,0.57,348.467,0.306343084,-105.52834,34.34295
3864,1264271,Rose Funeral,Created To Kill,64vI0CRUNcgKfjT2dvig7K,11,black-metal,0.254000008,0.171,232.44,0.538851274,-84.50469,39.10644
3865,809352,The Whispers,Creation of Love,5bX9xaEw5E9zoYtfgDmzBi,1,disco,0.54400003,0.862,151.307,0.487648149,-118.24532,34.05349
3866,1274293,Within The Ruins,Creature,5Qxy8al4igZLsy1OzscgHj,14,death-metal,0.569999993,0.417,210.88,0.572436857,-71.71818,42.18419
3867,1095136,Patrizio Buanne,Credi In Te,62uLU4tfhrmmDuUJd0szwe,8,opera,0.159999996,0.102,140.093,0.42675717,14.25185,40.8399
3868,862591,Plump DJs,Creepshow,09OqxH0sT1jUoHw7cYOxMC,16,breakbeat,0.667999983,0.654,371.093,0.453000826,-0.12714,51.50632
3869,1152820,Necro,Creepy Crawl,11pZFDOOEY7iHFa7Xx6EZr,36,hardcore,0.672999978,0.592,125.4,0.444315981,133.39311,-24.9162
3870,1079690,Cretin,Creepy Crawlies,1VLiT6pvfnaiu4ENH4IbGu,2,grindcore,0.230000004,0.0327,125.947,0.341295223,-121.94345,37.87869
3871,650222,Armored Saint,Creepy Feelings,5RFmwTPg9FDRzCbRALKUcy,7,hard-rock,0.363000005,0.243,321.707,0.44263923,-118.24532,34.05349
3872,351983,Anton Barbeau,Creepy Tray,3DyMDbZli5jxHcUXkkx1Nk,0,power-pop,0.179000005,0.358,237.36,0.3217144,-121.49101,38.57906
3873,134063,Carcass,Crepitating Bowel Erosion,6yHJOCDeXbuzCRlGod0QIZ,8,grindcore,0.166999996,0.0376,312.053,0.409634054,-2.97848,53.40977
3874,1054987,Robin Guthrie,Crescent,0q7KfVjcSMt0XrELa645Pw,6,ambient,0.411000013,0.048,217.12,0.400233323,-3.76654,55.99574
3875,947953,Gadget,Crestfallen,0v1y9WJkelqTrFvAJ6WprX,4,grindcore,0.171000004,0.0316,89.067,0.398672511,17.1456,60.67366
3876,1025227,Bullet For My Valentine,Cries In Vain,12OTo686ieXa8b1FfuNrMG,24,metal,0.477999985,0.463,239.52,0.609481161,-3.57826,51.50883
3877,146333,Fiona Apple,Criminal,7pBV4dtvHRHlHNvfhHRGXr,25,piano,0.574000001,0.605,341.533,0.551573723,-74.00712,40.71455
3878,969296,The Casualties,Criminal Class,4zgP9GmZg7nYtFNTA1w50T,27,punk,0.284999996,0.65,195.493,0.571812423,-74.00712,40.71455
3879,882877,Katatonia,Criminals,1unY9OtRyuKhAA016vBGQ7,25,goth,0.476000011,0.37,227.453,0.566349577,18.06243,59.33217
3880,883424,Penumbra,Crimson Tail,3ybvLwWd5y0qfyxSDqrzR6,6,goth,0.432999998,0.126,372.573,0.36717724,-82.66947,40.19033
3881,1424893,Alexi Murdoch,Crinan Wood,7i4djTQpiLyENLfjkIgFho,26,folk,0.43900001,0.109,523.08,0.554617378,-0.12714,51.50632
3882,983926,La Peste,Crisis,2vmkXl614wdwKK63WHnU3w,0,techno,0.526000023,0.597,200.413,0.351600356,-71.08868,42.31256
3883,973343,Bobby Cruz,Cristo,6MaMnmwzMGdRmheA7msDNP,6,salsa,0.69599998,0.733,293.56,0.349116857,-81.54106,27.9758
3884,893608,David Sanborn,Cristo Redentor,3O1MpjuXhdos5qt619B3Qy,20,jazz,0.458999991,0.195,347.04,0.453761738,-82.45927,27.94653
3885,880185,Japanther,Critical,5P50EUl3RgUHTIKtUfMuGC,6,garage,0.510999978,0.585,275.68,0.411478163,-73.94888,40.65507
3886,17990,Emalkay,Critical Hit,6tmXUg8zPBJ8V0c2gMvEQk,7,dub,0.442000002,0.195,247.571,0.444203577,-1.9086,52.47859
3887,1322638,Westbound Train,Critical Ska,0qLpSSUJM0C1mVXClQykvp,10,ska,0.753000021,0.912,216.653,0.397183465,-71.08868,42.31256
3888,1240543,Nerf Herder,Crocodile,2klNdTXN9Th3fe9ox4xhCb,3,power-pop,0.474000007,0.678,188.933,0.442992869,-119.69887,34.41925
3889,568557,Elton John,Crocodile Rock,0vpn6W88vh02K5CM5g4bKH,46,piano,0.624000013,0.971,237.079,0.568304112,-0.38049,51.59094
3890,1119509,The Wiseguys,Cromwell Street,2Iz5OV1MgPluNLPS5jm8Cp,12,trip-hop,0.595000029,0.381,318.973,0.380792518,-85.18093,32.84396
3891,1076168,The Bamboos,Crooked Cop,5FkF5SPtKPk21EKuo39GT5,8,funk,0.735000014,0.969,223.48,0.489649902,133.39311,-24.9162
3892,1111470,Bigwig,Cross And Burn,6xqekZsf0TwFwqcutfypWQ,15,ska,0.352999985,0.319,115,0.386820111,-74.72671,40.14323
3893,948203,Uphill Battle,Cross Hatching,3zy8fEGAgydufvq2A2Tr4U,0,grindcore,0.236000001,0.237,201.707,0.369609835,-119.05505,34.47326
3894,952729,Jill Scott,Cross My Mind,58wz6SXvLA7JjKtX5Ydq06,44,hip-hop,0.878000021,0.43,284.8,0.530315151,-75.16237,39.95227
3895,1256162,First Aid Kit,Cross Oceans,7a9GABjlgUU1v8uLGkZ33x,11,swedish,0.60799998,0.448,170.013,0.402493475,-126.55071,54.49887
3896,1192069,Superchick,Cross The Line,7IcrxJ6CcjcsWqd2n0qqmk,22,alt-rock,0.561999977,0.562,162.04,0.427028293,-83.75243,40.10863
3897,150943,Dale Hawkins,Cross Ties,4eix9uQsasUepOUPbIkZzw,0,rock-n-roll,0.606999993,0.919,143.2,0.380556728,-92.27449,34.74865
3898,1259933,Tricky,Cross To Bear,1yphNXXuMTGnUAfFpvCidT,6,trip-hop,0.629999995,0.595,227.573,0.526483103,-2.57518,51.43558
3899,799705,Stevie Ray Vaughan,Crossfire,5bAOP88AnFD11mTj0HisF2,41,blues,0.476999998,0.891,249.893,0.544257506,-96.7954,32.77815
3900,981825,Cult Of Luna,Crossing Over,0zt48fSDS5hhBLmEAWngDG,13,swedish,0.504999995,0.0366,512.52,0.491937818,135.70743,35.00476
3901,860183,Robin Guthrie,Crossing The Line,2mEH3eFu0S03M4TKTlGJzO,7,ambient,0.226999998,0.0364,223.4,0.400233323,-3.76654,55.99574
3902,1405400,Cream,Crossroads,3ORvuNATzDfuIo4Qml65eq,25,blues,0.560000002,0.721,265.667,0.492236495,-1.97406,52.88356
3903,674563,Don McLean,Crossroads,1NiEYdOcSuoMTzbv7URdkM,14,singer-songwriter,0.419,0.212,219.707,0.549129446,-73.7868,40.9197
3904,985886,Skip James,Crow Jane,4VWlYHwHZkBQbyV7wWeaDe,30,acoustic,0.444000006,0.876,143.673,0.42179521,-90.36791,32.6418
3905,1110236,The Be Good Tanyas,Crow Waltz,0Mzu2dCIfwEuC4PHr8ffBb,18,singer-songwriter,0.512000024,0.97,166.947,0.45928732,-123.11403,49.26044
3906,23263,Incubus,Crowded Elevator,3t2XFoSpszVXBrmC3AqvyE,20,funk,0.596000016,0.393,286.24,0.590611951,-119.27023,37.27188
3907,636085,Zion Train,Crown Of Thorns,1XO3CEAYe7WN8bxVUUpLtB,0,dub,0.393000007,0.592,331.187,0.469886991,-0.12714,51.50632
3908,1144455,Jill Scott,Crown Royal,2mX2iJ6rw3ja90OPzHrmHT,45,funk,0.662999988,0.501,108.507,0.530315151,-75.16237,39.95227
3909,886254,Lightning Bolt,Crown of Storms,17Fdl2akto9WQO3mhN7B6a,18,hard-rock,0.133000001,0.222,309.36,0.49520744,-71.41199,41.82387
3910,1083909,Tarot,Crows Fly Black,6zoevAb0lRUfP8RvXqHqKZ,17,heavy-metal,0.479999989,0.104,391.24,0.449487072,27.67777,62.88388
3911,480249,Rose Funeral,Crucify Kill Rot,3MTdhCn83Pl2QjRG4i7nHE,21,black-metal,0.377000004,0.0375,98.962,0.538851274,-84.50469,39.10644
3912,1025942,God Forbid,Crucify Your Beliefs,3C7WB7cquqhBmet9BWg8b0,11,metalcore,0.222000003,0.0392,362.267,0.522546596,-74.72671,40.14323
3913,1194838,Los Lonely Boys,Cruel,6JzFVzETyaLnnJK2dC6orP,10,blues,0.47299999,0.67,224.707,0.540653287,-100.44242,31.4615
3914,1294939,Converge,Cruel Bloom,21D541DdWIPX1SJb0zwjhg,25,hardcore,0.535000026,0.283,241.907,0.531157063,-73.94888,40.65507
3915,936194,Conflict,Cruise,4zw3T9fX022SmdOnj3Femx,8,dub,0.264999986,0.0764,593.173,0.470831826,-0.12714,51.50632
3916,1125305,Dub Pistols,Cruise Control,6rq76xxJdso6sC86Kumv85,11,breakbeat,0.869000018,0.789,207.253,0.417068912,-0.12714,51.50632
3917,957694,Basia,Cruising For Bruising,17XPxUetFwNOPLlINiF4zy,23,jazz,0.779999971,0.978,249.707,0.415274839,-74.72671,40.14323
3918,874964,Plaid,Crumax Rins,5C5K2mpOEXF5bU9xGdbKCn,7,electronic,0.638999999,0.345,360.253,0.502925437,-0.12714,51.50632
3919,1031903,Go Betty Go,Crumbling Down,7sja9Zpa6wTGFqITr3lOmT,16,power-pop,0.368999988,0.677,165.627,0.378259443,-118.24802,34.14632
3920,1223951,Destroy The Runner,Crumbs For The Murder,10ibre8aP15qdSCopmoZsU,21,hardcore,0.136999995,0.0728,212.267,0.515080002,-117.16172,32.71568
3921,1120997,Chicago Afrobeat Project,Crunch,5o3siVJaY5bVf6BAig2X5m,2,afrobeat,0.626999974,0.645,417.133,0.349247289,-89.50409,39.73926
3922,1207917,Emalkay,Crunk In Space,0Hlqm8NUXzJFRWEfeMRL2k,0,dubstep,0.629999995,0.21,272.36,0.444203577,-1.9086,52.47859
3923,1206704,Benga,Crunked Up,5cbknEjZYVyVpppKmSmp8A,19,dub,0.819999993,0.268,219.426,0.464736061,-0.12714,51.50632
3924,960746,Calm Chaos,Crush,0Yq6oqcQRpIQo5VnjmzcOk,0,metalcore,0.208000004,0.575,179.187,0.289415575,17.55142,62.19845
3925,778503,Fabulous Disaster,Crush,3oZgGY4Ji7SyrulDk8f9Ws,3,power-pop,0.330000013,0.395,136.36,0.355369329,-122.42005,37.77916
3926,516855,Jimmy Eat World,Crush,4K8JVZEx1rL4Sj6xJng7Ql,16,power-pop,0.342999995,0.323,187.17,0.757673699,-111.83146,33.41704
3927,960285,Eighteen Visions,Crushed,3uO3cPP1ae2dhkkZeRZ9Pu,13,metalcore,0.26699999,0.209,180.547,0.440107997,-117.76505,33.6671
3928,842135,Poor Old Lu,Crushed,0YK4w5Q9J8UkW7cDLJtNxW,9,punk-rock,0.430000007,0.602,203.76,0.384422862,-122.32944,47.60356
3929,951673,Terror,Crushed By The Truth,4XQfZEoW1maVAYZHFv22gF,20,hardcore,0.266000003,0.385,57.706,0.561819922,-118.24532,34.05349
3930,1216616,The Haunted,Crusher,7AMlWATYvuHVJ7nkqHAj8V,11,garage,0.347000003,0.268,192.747,0.473462667,-98.30897,56.95468
3931,1130878,Crystal Gayle,Cry,7l0mmqCivjY3XWa6ri9Jbc,19,country,0.256000012,0.188,256,0.391346627,-82.80601,37.81552
3932,410380,Johnnie Ray,Cry,6I3CrqLrSqSlGzs2dactg1,23,rock-n-roll,0.430000007,0.356,182.773,0.355094273,-123.31533,44.92099
3933,847753,Liza Minnelli,Cry,7qCVHAraZyywLoDCYDelyH,2,show-tunes,0.305999994,0.317,125.067,0.417703816,-118.32674,34.09834
3934,977847,Agent Orange,Cry For Help In A World Gone Mad,5ZlBkcZnaai6gvLInwXA7G,4,ska,0.405999988,0.402,141.317,0.466506568,-117.9291,33.87032
3935,1317727,Janis Martin,Cry Guitar,0KWbq3v2pentu9LvtPFVeK,0,rock-n-roll,0.31099999,0.366,150.44,0.356150151,-79.2138,36.67267
3936,923043,Starfield,Cry In My Heart,6HKmAGpQgDNQ4sFhAgvkA2,50,alt-rock,0.509000003,0.201,200.88,0.496032931,-84.50469,39.10644
3937,1090108,Julie London,Cry Me A River,3ILMHTF0uUwTtUOBcaOEx1,22,jazz,0.460999995,0.106,168.707,0.480137054,-122.71242,38.43773
3938,1387171,Del Shannon,Cry Myself to Sleep,3Yd6VgzFU33UpYYA6oTa9i,8,rock-n-roll,0.510999978,0.725,142.813,0.527055593,-85.59012,42.99671
3939,819914,Commissioned,Cry On,4VgIufTrPMHDrUOinDAmXF,12,gospel,0.167999998,0.0652,87.893,0.411218525,-84.62167,43.7427
3940,862637,Plump DJs,Cry Wolf,58DhDxEPSLTEjYvXtT1dae,7,breakbeat,0.718999982,0.845,414.973,0.453000826,-0.12714,51.50632
3941,674518,Don McLean,Crying,3J34M5v1SRIDespMZvsMjg,19,singer-songwriter,0.398999989,0.324,220.267,0.549129446,-73.7868,40.9197
3942,989889,The Orioles,Crying In The Chapel,35vjuw2ttf6OL5vFXY9w5v,31,blues,0.296000004,0.418,188,0.244099182,-76.6096,39.29055
3943,861874,The Yardbirds,Crying Out For Love,1y0T922zjMDYq2xcdFIfPg,27,blues,0.510999978,0.523,276.333,0.46964617,-0.39535,51.27172
3944,861769,The Orioles,Crying in the Chapel,4FjjvxG2LrfH0ZEKdM3UVj,21,blues,0.280000001,0.47,182.48,0.244099182,-76.6096,39.29055
3945,633885,Cephalic Carnage,Cryptosporidium,7Ew7r5JPC54zauXO0lIphr,3,death-metal,0.215000004,0.258,268.733,0.470557766,-105.05326,39.75213
3946,93172,Keane,Crystal Ball,4Vv6AHvrrwdMQ1KNIvcuBI,28,piano,0.432000011,0.417,233.52,0.589639636,0.48883,50.91552
3947,738345,Michael Stearns,Crystal Canyon,5jV3GBFQf7PU9EiQCVPU1g,2,ambient,0.344999999,0.0362,229.667,0.392795113,121.5152,25.03512
3948,669668,Vic Dana,Crystal Chandelier,5TWgV7rwXT9xUEne2Q3g7T,34,rock-n-roll,0.606999993,0.637,176.613,0.381838541,-78.87846,42.88544
3949,861005,Moonspell,Crystal Gazing,2DDkcXTsIaX3i6rokTUxlZ,12,black-metal,0.483999997,0.345,292.04,0.499826314,-7.84481,39.55792
3950,818183,The Fugs,Crystal Liasion,1tZlQS1kAK2jCzWtDBKRzv,3,garage,0.405000001,0.348,262.48,0.357915247,-74.00712,40.71455
3951,1365596,The Dillinger Escape Plan,Crystal Morning,66f29cEenrrWlJ8y5UoE7D,22,hardcore,0.296000004,0.249,122.267,0.541888972,-74.47995,40.82624
3952,835886,Marian McPartland,Crystal Silence,0iyqjDXlWjfvmmpSfQCIcg,9,piano,0.400000006,0.104,227.893,0.399588674,-0.62466,51.4788
3953,891462,Pete Yorn,Crystal Village,3LXxacjJKEDVcmwCrJq8Wm,23,indie-pop,0.372000009,0.426,228.4,0.577574612,-74.72671,40.14323
3954,1280926,The Big Pink,Crystal Visions,7bFdoHGOUdhAtTUHp0hEkB,17,electro,0.437000006,0.115,348.933,0.463032182,-0.12714,51.50632
3955,209001,Dorian,Cualquier Otra Parte,7w5FBRKiHLIdObVStdANRW,52,spanish,0.583999991,0.568,255.4,0.393776919,2.17005,41.38572
3956,467759,Tito Rojas,Cuando Estoy Contigo,7cpqCJMSnzDGmqnD9Hm5Zn,9,salsa,0.680999994,0.899,314.538,0.385719207,-98.35131,26.65037
3957,1318613,Tito Rodriguez,Cuando Sale El Sol,0jvSh1t5k0NiOemAFQACMw,0,salsa,0.625999987,0.921,173.107,0.23869635,-66.10665,18.46617
3958,299876,Tito Rodriguez,Cuando Ya No Me Quieras,5ar7TQdLq5CPFVCrGqWyu8,12,salsa,0.439999998,0.645,179.827,0.23869635,-66.10665,18.46617
3959,1255395,Pastora,Cuanta Vida,3K5vmwuY5rVRhJROSsYrw5,4,spanish,0.651000023,0.777,233.467,0.392361261,-74.00712,40.71455
3960,784030,Tito Rojas,Cuanto Te Quiero,2fkrzmHDFLYNUjnN764gOP,19,salsa,0.722000003,0.739,270.293,0.385719207,-98.35131,26.65037
3961,916417,Alex Ubago,Cuanto antes,6pNLR4QJOhni2kbdQu00U9,37,spanish,0.541999996,0.332,224.92,0.298377039,-2.67973,42.84751
3962,1252113,The Slackers,Cuban Cigar,3grqejaQduWWULDl7hW6qY,6,ska,0.573000014,0.281,213.427,0.429601123,-74.00712,40.71455
3963,908101,Ike Turner,Cubano Jump,4CpPv2UL8uhjdyrV1jZrBh,10,rock-n-roll,0.734000027,0.845,137.333,0.377302651,-90.5651,34.19451
3964,836264,Eddie Palmieri,Cuddles,5lxiEMdT5I4gpch9Aly7Lp,2,piano,0.519999981,0.535,299.933,0.398892524,-74.00712,40.71455
3965,1296648,Kid Cudi,Cudi Zone,03MWa1FMygR3RrQoQytsjS,61,hip-hop,0.70599997,0.597,259.04,0.796313708,-81.69074,41.50471
3966,916865,El Barrio,Cuentale,3pCxUCWSCCUbTQ5tZ2iFaC,34,spanish,0.620000005,0.651,234.667,0.392088039,-6.29021,36.52986
3967,1184469,Formula V,Cuentame,7ERAt7dskzQeDXFXCaW5Wk,29,spanish,0.749000013,0.878,193.747,0.326583866,-2.98868,39.89502
3968,854985,Carlos Gardel,Cuesta Abajo,2NyFPJ8PdxforTxRFwZQgM,0,tango,0.512000024,0.538,193.973,0.383892961,1.44869,43.60574
3969,1133338,Arsonists Get All The Girls,Cuffed To The Ankles,2Q9AJlX7f2Ak8wP0CgSUtm,10,death-metal,0.361000001,0.129,258.853,0.454957395,-122.03095,36.97402
3970,1201789,Zeigeist,Cuffs,7MoGZCxGCQpvzqygNPLmTh,36,dance,0.662999988,0.863,210.96,0.437437942,18.06243,59.33217
3971,1121234,Letta Mbulu,Culani Nami,1EgA8Z32C3KxPG7ffjFlrQ,3,afrobeat,0.805000007,0.84,296.653,0.325792032,27.84378,-26.24875
3972,1176410,Maelo Ruiz,Culpable O No,4gmGZNktEeTT1yRdj03p0h,42,salsa,0.584999979,0.581,290.507,0.549263522,-73.85678,40.85715
3973,1295219,He Is Legend,Cult Of She,58ryz0uEMrBXImtJZWJd3S,17,hardcore,0.465000004,0.131,206.56,0.505012392,-77.94599,34.23497
3974,1105392,Lonnie Donegan,Cumberland Gap,3i7YtPHc0iidnDPsVpYnk8,1,rock-n-roll,0.601999998,0.91,116.6,0.435518894,-4.24251,55.8578
3975,203773,La Sonora Dinamita,Cumbia Soleada,46ujBY6AXTsIJkrwGfgpK3,10,salsa,0.671000004,0.801,147.133,0.380290641,-72.95853,4.11641
3976,1120847,Calle 13,Cumbia de los Aburridos,5LNBMYIg6sEI4cIPS23wkQ,35,afrobeat,0.813000023,0.9,246.6,0.497974129,-66.42889,18.22328
3977,859436,Kevin Johansen,Cumbiera Intelectual,44QrX1Mp26xztzWBLuYsjz,45,alt-rock,0.73299998,0.633,250.867,0.382655593,-147.72218,64.8455
3978,517078,Nick Lowe,Cupid Must Be Angry,55ru41pXEwyTwXYPttabFc,8,power-pop,0.573000014,0.617,166.76,0.436609577,1.05448,52.24116
3979,933815,Omnium Gatherum,Cure A Wound,1FHuwu4VYRf8TXF81E4cw2,3,death-metal,0.411000013,0.501,247.24,0.374852875,26.06739,64.95014
3980,952593,Madvillain,Curls,0V3nTTKA24XKCayp8igU4l,61,hip-hop,0.532999992,0.504,95.507,0.496805415,-118.24532,34.05349
3981,1072036,Dashboard Confessional,Currents,4FTGNJR2g70KHsMgmYETpM,16,emo,0.500999987,0.228,264.24,0.584455232,-80.089,26.35049
3982,1283273,Horse Feathers,Curs in the Weeds,4zD32nlNgTMcIxaxAIti1P,34,folk,0.289000005,0.123,210.667,0.495093708,-122.67563,45.51179
3983,1256438,Cult Of Luna,Curse,4ThKt9q66ZJrtCfY9Kmoq0,16,swedish,0.363999993,0.0787,390.52,0.491937818,135.70743,35.00476
3984,940075,Settlefish,Curse Loosely,2osstXxVM0jYGaN9nTWM3F,0,emo,0.241999999,0.276,173.053,0.370132109,11.34516,44.50482
3985,1045933,Vivian Green,Cursed,3ilQ6EsykDroXh8qhAunaB,27,soul,0.758000016,0.498,264.36,0.449755421,-75.16237,39.95227
3986,1142235,Turisas,Cursed Be Iron,4c1RbF8kQYMwMCWeGnTMyh,25,folk,0.256000012,0.288,303.507,0.502848779,26.06739,64.95014
3987,883433,Penumbra,Cursed Destiny,2d2NJxbRBU4BOZO7FGOEsD,6,goth,0.437000006,0.259,264.28,0.36717724,-82.66947,40.19033
3988,633680,Krisiun,Cursed Scrolls,74Po72WzMC7GWysYuWHIha,12,death-metal,0.259000003,0.0677,238.947,0.428966547,-54.38783,-14.24292
3989,1024998,Bullet For My Valentine,Curses,0vK2vpdIuM9jOUF0WfK6to,29,metal,0.237000003,0.0915,239.08,0.609481161,-3.57826,51.50883
3990,1163038,Himsa,Curseworship,7CM995bPkHRpUeov8rlqBH,11,metalcore,0.395999998,0.228,243.6,0.364761441,-122.32944,47.60356
3991,1202900,After The Burial,Cursing Akhenaten,5O1FJ7Dz5oRisdmHZueD7V,35,death-metal,0.460999995,0.0437,243.933,0.58594043,-93.26493,44.97903
3992,1052596,Hem,Curtains,11B0qElgsI7UAx7u9slWaJ,7,acoustic,0.335000008,0.308,185.2,0.453435791,-74.00712,40.71455
3993,1052403,Matt Nathanson,Curve Of The Earth,5vN3izhhXMCv5fnMp6P00v,11,acoustic,0.540000021,0.52,203.52,0.538058877,-71.08868,42.31256
3994,857787,Matt Nathanson,Curve of the Earth,1mtgpjZJh8hqs7Kvy8dLbu,23,acoustic,0.589999974,0.661,209.267,0.538058877,-71.08868,42.31256
3995,780384,The Cure,Cut Here,0G60jNf46uF8sxNoLN0TY5,38,punk-rock,0.623000026,0.871,250.907,0.578993549,-0.18703,51.11655
3996,1089120,40 Below Summer,Cut In Half,4d6tSGi1VCv1qZKYFxdlKC,3,industrial,0.405999988,0.313,263.347,0.382681537,-74.72671,40.14323
3997,1071849,The Lawrence Arms,Cut It Up,54Gh9MMeh7NFt3fn8JeGPL,29,emo,0.381999999,0.475,132.107,0.481930235,-87.63241,41.88415
3998,905797,The Gits,Cut My Skin It Makes Me Human,6COCxPT8AO4fscS9l62NGD,20,punk,0.248999998,0.39,136.507,0.402490265,-122.42005,37.77916
3999,1262666,Kittie,Cut Throat,1JEcLV7suT54skz7HU71jU,32,alt-rock,0.453000009,0.777,181.227,0.516196428,-84.75627,49.38426
4000,739931,Luther Allison,Cut You A-Loose,1sEllaJnU8EZIR3TI2xJgA,16,blues,0.605000019,0.563,358.893,0.389875983,-90.6845,35.02368
4001,880628,Tyrades,Cut Your Feet Off,2LyMTT0vAfjMTEArR6sJkW,1,garage,0.173999995,0.298,146.227,0.258419285,-87.63241,41.88415
4002,1034006,Bongzilla,Cutdown,5vRXLKiD8ql2B4mPdGDPAa,15,psych-rock,0.239999995,0.473,419.68,0.446071584,-89.38669,43.07295
4003,637688,One Way,Cutie Pie,3q06Q5wrZhzzNVxYa0Z5oI,6,electro,0.925000012,0.968,325.373,0.376888716,12.23545,43.4658
4004,919996,Horse The Band,Cutsman,7JKLQOYQBySEu5zWds2nr2,28,trance,0.282999992,0.129,231.12,0.511226514,-118.24532,34.05349
4005,1294929,Converge,Cutter,3fdtee6NkSXq775ZkvZoid,24,hardcore,0.125,0.156,100.387,0.531157063,-73.94888,40.65507
4006,1766,Jackie Mittoo,Cyber Space Jam,65M9Gsjhjp4ZFxVNWJc2aG,0,afrobeat,0.873000026,0.967,222.68,0.396374183,-77.36692,18.3902
4007,981894,Tad Morose,Cyberdome,3xxWOYjR88FwuLAtnTv4io,10,swedish,0.344000012,0.556,276.96,0.375859563,16.39533,61.34742
4008,1206174,Spor,Cyberpunk,6u2Rkw7vM71Tb84cdJ5faM,2,drum-and-bass,0.389999986,0.23,400.72,0.418021589,-82.66947,40.19033
